ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Prioridad
5946,Pedro,41.0,M,Barranquilla,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-06-17,0,0,0,100
5947,María,60.0,M,Bogotá,no hay suficientes escuelas públicas.,Seguridad,No urgente,2024-05-19,1,0,0,58
5948,Camilo,78.0,F,Manizales,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-09-27,1,1,1,100
5949,Laura,55.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-04-07,0,0,0,95
5950,María,34.0,Otro,Bogotá,queremos más presencia policial.,Salud,No urgente,2023-02-10,1,0,0,60
5951,Ana,35.0,Otro,Cartagena,falta agua potable en varias casas.,Salud,Urgente,2024-06-05,1,1,1,100
5952,Sofía,25.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,Urgente,2024-06-29,0,1,1,100
5953,María,34.0,Otro,Bogotá,hay problemas con la recolección de basura.,Salud,No urgente,2023-10-23,0,1,0,75
5954,Sofía,,Otro,Cali,falta agua potable en varias casas.,Seguridad,Urgente,2023-01-06,0,1,1,100
5955,Juan,44.0,Otro,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-07-26,1,1,1,100
5956,Valentina,38.0,F,Cali,queremos más presencia policial.,Educación,Urgente,2024-03-30,0,1,1,100
5957,Sofía,25.0,F,Medellín,faltan médicos en el centro de salud.,Salud,No urgente,2024-05-04,0,0,1,95
5958,Sofía,31.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,2023-08-23,1,1,1,80
5959,Camilo,,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-03-12,1,1,1,78
5960,María,40.0,M,Bucaramanga,hay problemas con la recolección de basura.,Educación,No urgente,2024-08-08,1,0,1,75
5961,Pedro,28.0,F,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,2023-04-14,0,0,1,100
5962,Carlos,73.0,Otro,Manizales,faltan médicos en el centro de salud.,Salud,Urgente,2024-03-19,0,1,0,100
5963,Laura,44.0,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-11-22,0,1,1,100
5964,Laura,58.0,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-02-14,1,0,0,88
5965,Ana,55.0,F,Medellín,falta agua potable en varias casas.,Educación,No urgente,2023-02-18,1,1,0,55
5966,Valentina,55.0,M,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-12-16,1,1,1,78
5967,Laura,72.0,F,,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-10-03,0,0,1,100
5968,Sofía,59.0,M,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-08-20,0,0,0,95
5969,Pedro,80.0,F,Manizales,la contaminación del río está aumentando.,Educación,No urgente,2024-06-03,0,1,1,90
5970,Laura,,M,Cartagena,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-05-01,0,1,0,100
5971,Juan,27.0,F,,falta agua potable en varias casas.,Seguridad,No urgente,2024-02-13,0,1,0,73
5972,Valentina,65.0,F,Barranquilla,las basuras no se recogen a tiempo.,Educación,No urgente,2023-02-20,1,0,0,55
5973,Juan,74.0,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-07-31,0,0,0,100
5974,Jorge,47.0,M,Santa Marta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-08-17,0,1,0,95
5975,Valentina,,M,Manizales,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-11-29,0,0,0,95
5976,Camilo,50.0,,Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-09-18,1,0,0,80
5977,Camilo,61.0,F,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,2023-06-03,0,0,1,95
5978,Carlos,32.0,Otro,Bucaramanga,falta agua potable en varias casas.,Salud,No urgente,2024-05-22,1,1,0,60
5979,María,62.0,M,Cartagena,falta agua potable en varias casas.,Salud,No urgente,2024-10-03,1,0,1,80
5980,Camilo,71.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-03-11,1,1,1,100
5981,Jorge,68.0,F,Manizales,,Seguridad,No urgente,2023-11-10,1,0,0,58
5982,Laura,16.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-12-23,1,0,1,100
5983,María,25.0,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-10-20,1,1,0,85
5984,María,42.0,M,Pereira,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-06-13,0,0,1,100
5985,María,27.0,M,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-03-10,1,1,0,88
5986,Laura,36.0,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-02-08,1,1,0,60
5987,Camilo,79.0,,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-10-27,0,0,1,100
5988,Valentina,15.0,M,Santa Marta,,Seguridad,Urgente,2023-10-12,0,0,0,100
5989,Carlos,60.0,F,Cúcuta,hay problemas con la recolección de basura.,Educación,Urgente,2024-05-13,0,1,0,100
5990,Laura,27.0,M,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-09-06,1,0,1,70
5991,Laura,65.0,Otro,Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-07-28,1,0,0,50
5992,Laura,15.0,Otro,Barranquilla,falta agua potable en varias casas.,Educación,No urgente,2023-12-04,0,0,1,90
5993,Sofía,26.0,Otro,Cartagena,falta agua potable en varias casas.,Educación,Urgente,2024-07-13,0,0,0,100
5994,Ana,34.0,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-07-30,1,1,0,90
5995,Camilo,71.0,Otro,Cúcuta,faltan médicos en el centro de salud.,Educación,No urgente,2023-07-24,0,1,1,90
5996,Jorge,68.0,F,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-08-02,1,0,1,70
5997,Juan,66.0,Otro,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,2024-02-17,1,0,1,100
5998,Laura,77.0,F,Cali,las calles están muy oscuras y peligrosas.,Salud,Urgente,2024-01-25,0,0,0,100
5999,Sofía,37.0,M,Cartagena,las basuras no se recogen a tiempo.,Salud,No urgente,2024-02-20,1,1,0,60
6000,Juan,31.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-01-10,1,1,0,88
6001,Laura,35.0,M,Pereira,no hay suficientes escuelas públicas.,Educación,Urgente,2023-08-31,1,0,0,85
6002,Sofía,40.0,Otro,Cartagena,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-05-20,1,0,1,78
6003,Valentina,42.0,Otro,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-03-10,1,1,1,100
6004,Valentina,38.0,Otro,,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-06-22,1,1,1,70
6005,Ana,38.0,,Cali,hay problemas con la recolección de basura.,Salud,Urgente,2024-07-15,1,0,0,90
6006,María,32.0,M,Manizales,queremos más presencia policial.,Salud,Urgente,2024-02-28,1,1,1,100
6007,Laura,26.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Salud,No urgente,2024-11-28,0,1,1,95
6008,María,76.0,Otro,Medellín,falta agua potable en varias casas.,Educación,No urgente,2024-11-25,0,0,0,70
6009,Ana,,M,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2023-03-29,0,0,0,100
6010,Valentina,29.0,,Cali,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-06-14,1,0,0,85
6011,Carlos,68.0,,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-07-27,1,0,1,100
6012,Jorge,42.0,M,,no hay suficientes escuelas públicas.,Salud,No urgente,2024-05-09,1,0,0,60
6013,María,22.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-10-09,0,1,1,100
6014,Jorge,42.0,F,Bogotá,las basuras no se recogen a tiempo.,Salud,No urgente,2023-07-01,1,1,0,60
6015,Camilo,27.0,F,Cúcuta,faltan médicos en el centro de salud.,Educación,No urgente,2024-08-05,1,0,0,55
6016,Camilo,41.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-04-13,0,1,0,100
6017,Pedro,79.0,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-02-01,1,0,1,100
6018,Carlos,32.0,M,Bogotá,,Salud,No urgente,2024-01-23,0,0,1,95
6019,Valentina,60.0,Otro,Cúcuta,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-09-16,1,1,1,78
6020,Juan,30.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-08-11,0,1,0,95
6021,Jorge,29.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-05-09,0,1,1,100
6022,Camilo,36.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-10-11,1,1,1,80
6023,Juan,78.0,M,Manizales,queremos más presencia policial.,Salud,No urgente,2023-12-16,1,0,0,60
6024,Jorge,47.0,,Santa Marta,la contaminación del río está aumentando.,Salud,No urgente,2023-09-18,0,0,1,95
6025,Camilo,64.0,Otro,Cartagena,,Seguridad,No urgente,2024-11-30,1,0,1,78
6026,Pedro,66.0,Otro,Bogotá,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-01-25,1,0,1,70
6027,Laura,38.0,Otro,Cali,,Seguridad,Urgente,2023-08-26,0,1,0,100
6028,Valentina,69.0,M,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-05-09,0,0,1,85
6029,Carlos,24.0,M,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-09-03,0,0,1,85
6030,Pedro,40.0,Otro,Barranquilla,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-12-24,0,1,1,100
6031,Juan,55.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Salud,No urgente,2024-09-04,0,1,0,75
6032,Valentina,67.0,Otro,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,2024-02-25,0,0,0,100
6033,Carlos,61.0,F,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-09-12,1,0,1,100
6034,María,39.0,M,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-03-04,0,1,0,65
6035,Pedro,17.0,F,Medellín,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-06-25,1,0,1,80
6036,María,24.0,M,Cali,falta agua potable en varias casas.,Seguridad,No urgente,2024-03-31,0,0,1,93
6037,Ana,26.0,F,,la contaminación del río está aumentando.,Seguridad,No urgente,2024-09-21,0,1,1,93
6038,Ana,75.0,Otro,Cali,las basuras no se recogen a tiempo.,Salud,No urgente,2024-08-22,0,0,0,75
6039,Jorge,15.0,Otro,Santa Marta,las basuras no se recogen a tiempo.,Salud,No urgente,2024-02-17,1,1,1,80
6040,Juan,48.0,M,Cúcuta,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-07-10,0,0,1,93
6041,Jorge,80.0,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-01-17,1,1,1,100
6042,Carlos,63.0,F,Cali,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-01-26,1,0,1,100
6043,Carlos,53.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-08-10,1,0,1,70
6044,María,41.0,F,,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-01-18,0,0,1,85
6045,Juan,41.0,F,Barranquilla,faltan médicos en el centro de salud.,Salud,Urgente,2024-08-16,1,0,1,100
6046,Ana,61.0,F,Santa Marta,falta agua potable en varias casas.,Seguridad,Urgente,2024-07-02,1,0,1,100
6047,Laura,68.0,F,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-09-15,0,0,1,100
6048,Pedro,61.0,M,Pereira,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-04-01,0,0,1,100
6049,Carlos,44.0,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-07-26,0,0,1,100
6050,Pedro,25.0,F,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,2024-05-06,0,0,1,93
6051,Valentina,22.0,F,Cali,queremos más presencia policial.,Medio Ambiente,No urgente,2023-03-22,1,1,1,70
6052,Ana,49.0,M,Barranquilla,queremos más presencia policial.,Seguridad,No urgente,2023-06-12,1,0,0,58
6053,Sofía,72.0,F,Medellín,queremos más presencia policial.,Educación,No urgente,2024-11-08,1,0,1,75
6054,Jorge,62.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-07-25,0,1,0,95
6055,Valentina,20.0,M,Medellín,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-02-22,1,1,1,100
6056,Ana,51.0,M,Cartagena,falta agua potable en varias casas.,Seguridad,No urgente,2023-09-08,1,1,1,78
6057,Valentina,25.0,Otro,Medellín,hay problemas con la recolección de basura.,Salud,Urgente,2023-12-10,0,0,0,100
6058,María,46.0,F,Cúcuta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-09-15,1,0,0,88
6059,Valentina,80.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-02-24,0,1,1,100
6060,Ana,60.0,F,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-07-20,1,1,0,50
6061,María,37.0,F,Bogotá,falta agua potable en varias casas.,Salud,No urgente,2024-08-08,1,0,0,60
6062,Camilo,25.0,M,Cartagena,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-07-04,0,1,0,100
6063,Sofía,17.0,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-06-23,0,0,0,100
6064,Valentina,25.0,,Santa Marta,faltan médicos en el centro de salud.,Educación,No urgente,2023-02-21,1,1,0,55
6065,Pedro,74.0,,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-02-29,0,1,0,95
6066,Juan,63.0,Otro,Bucaramanga,falta agua potable en varias casas.,Salud,No urgente,2024-03-24,1,0,0,60
6067,María,22.0,M,Manizales,faltan médicos en el centro de salud.,Educación,No urgente,2024-07-24,0,0,1,90
6068,Juan,49.0,Otro,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-11-04,0,0,0,73
6069,Ana,70.0,M,Barranquilla,la contaminación del río está aumentando.,Educación,Urgente,2024-03-03,0,1,1,100
6070,Pedro,75.0,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-09-19,1,1,1,75
6071,Sofía,50.0,M,Barranquilla,faltan médicos en el centro de salud.,Educación,Urgente,2023-11-17,1,0,1,100
6072,Sofía,48.0,M,Medellín,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-09-21,0,1,0,95
6073,Jorge,37.0,Otro,Bucaramanga,falta agua potable en varias casas.,Educación,No urgente,2023-11-30,1,1,0,55
6074,María,,M,Cartagena,hay problemas con la recolección de basura.,Educación,No urgente,2023-06-28,1,0,0,55
6075,María,27.0,M,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2023-12-13,1,1,1,100
6076,Valentina,59.0,Otro,Cali,,Seguridad,Urgente,2024-06-22,0,0,0,100
6077,Carlos,31.0,M,Pereira,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-06-06,1,1,0,85
6078,Jorge,61.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-12-23,0,0,0,100
6079,Jorge,21.0,M,Santa Marta,faltan médicos en el centro de salud.,Salud,Urgente,2024-10-21,1,0,0,90
6080,Valentina,74.0,F,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-02-12,1,1,0,80
6081,Carlos,,M,Medellín,queremos más presencia policial.,Salud,No urgente,2024-07-20,1,1,0,60
6082,Ana,,Otro,Manizales,queremos más presencia policial.,Educación,Urgente,2023-05-21,1,1,0,85
6083,María,44.0,M,Pereira,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-09-09,1,1,0,58
6084,Valentina,56.0,F,Barranquilla,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-07-15,1,1,1,100
6085,Laura,52.0,F,Cali,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-06-03,0,0,1,100
6086,Laura,53.0,F,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-09-13,1,0,1,78
6087,Juan,39.0,M,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-06-22,1,1,0,50
6088,Camilo,78.0,Otro,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-03-07,0,0,1,100
6089,Carlos,,F,Manizales,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-09-04,1,0,0,50
6090,Juan,36.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-12-14,1,1,0,80
6091,Sofía,58.0,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Educación,Urgente,2023-10-31,1,1,0,85
6092,Jorge,18.0,Otro,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-07-11,0,1,0,95
6093,Ana,27.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-11-17,0,0,1,100
6094,Camilo,52.0,F,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,2023-11-15,1,1,0,60
6095,Jorge,,,Cali,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-02-27,0,1,0,73
6096,Jorge,28.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-11-28,0,1,1,95
6097,Laura,35.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Salud,Urgente,2024-09-18,1,1,1,100
6098,Juan,39.0,F,Manizales,,Medio Ambiente,Urgente,2024-09-20,1,0,0,80
6099,Jorge,62.0,Otro,Pereira,faltan médicos en el centro de salud.,Educación,No urgente,2024-08-18,1,1,1,75
6100,Juan,32.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-01-02,0,1,0,95
6101,Jorge,43.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-11-13,1,1,0,55
6102,Pedro,33.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-02-23,0,0,1,100
6103,Jorge,33.0,M,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2023-04-30,0,0,0,100
6104,Ana,37.0,Otro,Pereira,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-05-23,0,0,0,70
6105,Laura,17.0,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-01-27,1,0,0,58
6106,Carlos,42.0,Otro,Santa Marta,queremos más presencia policial.,Salud,Urgente,2023-11-15,1,0,0,90
6107,Juan,31.0,M,Bogotá,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-06-18,1,1,1,100
6108,Ana,72.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-03-07,1,0,0,50
6109,Jorge,77.0,M,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-01-18,1,1,0,80
6110,Jorge,32.0,F,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-09-15,0,1,0,70
6111,Juan,43.0,M,Bogotá,queremos más presencia policial.,Salud,Urgente,2024-01-01,1,1,1,100
6112,Juan,41.0,M,Manizales,las basuras no se recogen a tiempo.,Salud,Urgente,2023-03-23,1,1,1,100
6113,Pedro,73.0,F,Cali,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-01-29,1,0,1,78
6114,Jorge,22.0,,Medellín,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-11-26,1,1,0,80
6115,Ana,25.0,M,Pereira,,Salud,Urgente,2024-11-12,0,1,1,100
6116,Juan,65.0,M,Cali,las basuras no se recogen a tiempo.,Educación,No urgente,2023-04-03,0,1,0,70
6117,Jorge,55.0,M,Santa Marta,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-07-06,1,0,1,100
6118,Sofía,35.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-03-08,0,0,1,95
6119,Laura,73.0,Otro,Santa Marta,queremos más presencia policial.,Salud,Urgente,2023-11-08,1,0,0,90
6120,Ana,41.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-10-26,1,1,1,100
6121,Carlos,36.0,M,Santa Marta,,Salud,Urgente,2024-09-02,0,1,1,100
6122,Sofía,,,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-01-19,1,0,1,100
6123,Laura,68.0,F,Barranquilla,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-01-05,1,1,1,100
6124,Juan,27.0,Otro,Medellín,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-11-16,0,0,1,93
6125,Pedro,59.0,M,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-03-27,0,1,1,93
6126,Juan,64.0,Otro,Barranquilla,queremos más presencia policial.,Seguridad,No urgente,2024-02-25,1,1,1,78
6127,Valentina,23.0,M,Cúcuta,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-05-13,1,0,0,58
6128,Camilo,,M,Cali,falta agua potable en varias casas.,Salud,Urgente,2024-01-21,0,1,0,100
